name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,engine,seats
Maruti Alto 800 VXI,2018,4110,15000,Petrol,Individual,Manual,Second Owner,796 CC,5
Maruti Alto LXi,2007,1370,70000,Petrol,Individual,Manual,First Owner,796 CC,5
Tata Indica Vista Terra TDI BSIII,2011,959,80000,Diesel,Individual,Manual,Second Owner,1405 CC,5
Ford EcoSport 1.5 TDCi Titanium BSIV,2017,12329,60000,Diesel,Individual,Manual,First Owner,1498 CC,5
Toyota Etios 1.4 VXD,2017,8904,120000,Diesel,Individual,Manual,Second Owner,1364 CC,5
Hyundai Santro DX,2003,753,120000,Petrol,Individual,Manual,Third Owner,,
Maruti Zen LXI,2000,685,180000,Petrol,Individual,Manual,Fourth & Above Owner,993 CC,5
Hyundai Grand i10 Asta,2016,7534,70000,Petrol,Individual,Manual,First Owner,1197 CC,5
Renault Duster 85PS Diesel RxL Optional,2013,6507,250000,Diesel,Individual,Manual,First Owner,1461 CC,5
Hyundai Santro Era,2019,5822,15000,Petrol,Individual,Manual,First Owner,1086 CC,5
Maruti Ciaz ZDi Plus SHVS,2017,12329,65000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai i20 Sportz 1.2,2015,7068,90000,Petrol,Individual,Manual,First Owner,1197 CC,5
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2011,2055,70000,Petrol,Individual,Manual,Second Owner,1172 CC,5
Maruti Wagon R LXI BS IV,2016,5479,30000,Petrol,Individual,Manual,First Owner,998 CC,5
Mahindra Scorpio S4 Plus,2016,10959,79500,Diesel,Individual,Manual,First Owner,2179 CC,7
Hyundai Santro Xing XS,2007,2260,90000,Petrol,Individual,Manual,Third Owner,1086 CC,5
Nissan Terrano XL 85 PS,2015,13699,110000,Diesel,Individual,Manual,First Owner,1461 CC,5
Maruti Swift Dzire VDI,2015,6027,110000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai Verna 1.6 SX CRDi (O),2011,5342,153000,Diesel,Individual,Manual,First Owner,1582 CC,5
Ford Fiesta 1.4 Duratec ZXI,2008,1863,200185,Petrol,Individual,Manual,First Owner,1388 CC,5
Maruti Swift Dzire ZDI,2013,6507,149000,Diesel,Individual,Manual,First Owner,1248 CC,5
Ford Figo 1.5D Titanium MT,2016,7055,100000,Diesel,Individual,Manual,First Owner,1498 CC,5
Tata Venture EX 7 Str,2012,2397,90000,Diesel,Individual,Manual,Second Owner,1405 CC,7
Maruti SX4 ZDI Leather,2012,5205,80000,Diesel,Individual,Manual,Fourth & Above Owner,1248 CC,5
Toyota Etios Liva GD SP,2012,5548,150000,Diesel,Individual,Manual,First Owner,,
Maruti Ignis 1.2 Delta BSIV,2018,7329,12000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai i10 Magna,2011,2945,40000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Maruti Zen LXI,1997,959,100000,Petrol,Individual,Manual,Second Owner,993 CC,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,6096,27000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Wagon R VXI BS IV,2015,4589,120000,Petrol,Individual,Manual,First Owner,998 CC,5
Mahindra Bolero 2011-2019 ZLX,2015,8219,80000,Diesel,Individual,Manual,First Owner,2523 CC,7
Maruti Eeco 5 Seater AC BSIV,2014,4110,49025,Petrol,Individual,Manual,First Owner,1196 CC,5
Tata Nano Twist XE,2015,1507,15000,Petrol,Individual,Manual,First Owner,624 CC,4
Maruti Alto K10 LXI,2014,3288,90000,Petrol,Individual,Manual,Second Owner,998 CC,5
Tata Tiago 1.2 Revotron XE,2016,4110,90000,Petrol,Individual,Manual,First Owner,1199 CC,5
BMW 7 Series 730Ld,2010,27397,90000,Diesel,Individual,Automatic,Second Owner,2993 CC,5
Tata Indica V2 DLE BSII,2007,685,80000,Diesel,Individual,Manual,Third Owner,1396 CC,5
Chevrolet Tavera B1-10 seats BSII,2009,4041,195000,Diesel,Individual,Manual,Second Owner,2499 CC,10
Mahindra Scorpio 2.6 CRDe,2006,4247,90000,Diesel,Individual,Manual,Third Owner,2179 CC,8
Maruti 800 AC,1997,411,80000,Petrol,Individual,Manual,Third Owner,796 CC,4
Honda City i VTEC VX Option BL,2016,12671,22000,Petrol,Individual,Manual,First Owner,1497 CC,5
Maruti Vitara Brezza LDi Option,2016,8767,70000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift Dzire 1.2 Vxi BSIV,2012,4795,35000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Swift Dzire VXI,2013,5274,120000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Swift Dzire VDI,2013,5616,100000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Mahindra XUV500 AT W10 AWD,2016,17808,40000,Diesel,Individual,Automatic,First Owner,2179 CC,7
Ford Fiesta 1.6 Duratec EXI,2009,2877,60000,Petrol,Individual,Manual,Third Owner,1596 CC,5
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,4110,110000,Diesel,Individual,Manual,First Owner,2179 CC,7
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2008,6164,112000,Diesel,Individual,Manual,First Owner,2609 CC,9
Ford Figo Diesel ZXI,2011,2329,70000,Diesel,Individual,Manual,Second Owner,1399 CC,5
Honda City i DTEC VX,2014,8904,140000,Diesel,Individual,Manual,First Owner,1498 CC,5
Maruti Esteem AX,1997,1712,94000,Petrol,Individual,Automatic,Fourth & Above Owner,1298 CC,5
Maruti Alto LXi,2012,1986,70000,Petrol,Individual,Manual,First Owner,796 CC,5
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,9329,27000,Diesel,Individual,Manual,First Owner,1498 CC,5
Honda City i DTEC VX,2015,8699,173000,Diesel,Individual,Manual,First Owner,1498 CC,5
Maruti Alto LXi BSIII,2010,1918,80000,Petrol,Individual,Manual,Second Owner,796 CC,5
Honda City i DTec VX,2016,10274,86000,Diesel,Individual,Manual,Third Owner,1498 CC,5
Honda City i DTEC V,2015,8370,80000,Diesel,Individual,Manual,Second Owner,1498 CC,5
Maruti Alto LXi,2007,1507,120000,Petrol,Individual,Manual,Third Owner,796 CC,5
Maruti Wagon R AX BSIII,2006,1370,100000,Petrol,Individual,Automatic,Second Owner,1061 CC,5
Tata Indica Vista Quadrajet VX Tech,2014,3082,120000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai Verna Transform CRDi VGT SX ABS,2010,3425,190000,Diesel,Individual,Manual,Third Owner,1493 CC,5
Mahindra Scorpio EX,2011,5274,120000,Diesel,Individual,Manual,Second Owner,2523 CC,8
Maruti Alto LXi,2012,1849,70000,Petrol,Individual,Manual,First Owner,796 CC,5
Maruti Alto LX,2006,890,100000,Petrol,Individual,Manual,Second Owner,796 CC,5
Maruti Alto K10 VXI,2016,3562,120000,Petrol,Individual,Manual,First Owner,998 CC,5
Maruti Swift Dzire VDI,2014,6370,120000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Maruti Swift 1.3 VXi,2007,2055,80000,Petrol,Individual,Manual,Fourth & Above Owner,,
Mahindra KUV 100 mFALCON G80 K8 Dual Tone,2017,5890,20000,Petrol,Individual,Manual,Second Owner,1198 CC,6
Hyundai i20 Asta,2009,2740,81000,Petrol,Individual,Manual,Fourth & Above Owner,1197 CC,5
Chevrolet Beat LS,2011,1712,90000,Petrol,Individual,Manual,Second Owner,1199 CC,5
Maruti 800 Std,2001,616,60000,Petrol,Individual,Manual,Second Owner,796 CC,4
Chevrolet Beat LS,2012,1699,40000,Petrol,Individual,Manual,Second Owner,1199 CC,5
Tata Indica GLS BS IV,2007,1096,80000,Petrol,Individual,Manual,Third Owner,1193 CC,5
Maruti Ertiga VXI CNG Limited Edition,2014,7466,35000,CNG,Individual,Manual,First Owner,1373 CC,7
Maruti Ertiga ZDI Plus,2019,14384,20000,Diesel,Individual,Manual,First Owner,1248 CC,7
Chevrolet Sail 1.2 LS,2015,2740,50000,Petrol,Individual,Manual,First Owner,1199 CC,5
Mahindra XUV500 AT W10 FWD,2015,15068,77000,Diesel,Individual,Automatic,Second Owner,2179 CC,7
Mahindra XUV500 W6 2WD,2014,10274,50000,Diesel,Individual,Manual,First Owner,2179 CC,7
Tata Tiago 1.2 Revotron XZ,2016,5822,13500,Petrol,Individual,Manual,First Owner,1199 CC,5
Maruti Alto 800 LXI Optional,2016,4110,38000,Petrol,Individual,Manual,First Owner,796 CC,5
Maruti Ertiga ZDI Plus,2019,16438,14000,Diesel,Individual,Manual,First Owner,1248 CC,7
Honda Civic 1.8 V MT,2009,3288,70000,Petrol,Individual,Manual,First Owner,1799 CC,5
Mahindra KUV 100 mFALCON D75 K8,2016,6164,55000,Diesel,Individual,Manual,Second Owner,1198 CC,6
Maruti Wagon R LXI,2006,1096,150000,Petrol,Individual,Manual,Fourth & Above Owner,998 CC,5
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,6849,160000,Diesel,Individual,Manual,First Owner,2523 CC,7
Chevrolet Sail Hatchback Diesel Base,2013,4041,50000,Diesel,Individual,Manual,First Owner,1248 CC,5
Tata Indigo CS LE (TDI) BS-III,2008,1370,120000,Diesel,Individual,Manual,Third Owner,1396 CC,5
Hyundai Verna 1.6 SX,2013,9589,76460,Diesel,Individual,Manual,First Owner,1582 CC,5
Ford Figo Diesel Titanium,2011,2466,125000,Diesel,Individual,Manual,Second Owner,1399 CC,5
Mahindra Verito 1.5 D2 BSIII,2012,3082,110000,Diesel,Individual,Manual,Second Owner,1461 CC,5
Hyundai EON Era Plus,2017,4247,25000,Petrol,Individual,Manual,First Owner,814 CC,5
Honda City i DTEC SV,2015,8562,30000,Diesel,Individual,Manual,First Owner,1498 CC,5
Hyundai i10 Magna LPG,2013,3767,70000,LPG,Individual,Manual,Second Owner,1086 CC,5
Hyundai i10 Era,2013,3356,110000,Petrol,Individual,Manual,Second Owner,1086 CC,5
Maruti Zen Estilo VXI BSIV,2010,2192,200000,Petrol,Individual,Manual,First Owner,998 CC,5
Hyundai EON Era Plus,2014,3425,80000,Petrol,Individual,Manual,First Owner,814 CC,5
Honda Amaze E i-Dtech,2014,6164,76000,Diesel,Individual,Manual,First Owner,1498 CC,5
Tata Indica V2 DLS,2007,1164,150000,Diesel,Individual,Manual,Second Owner,1396 CC,5
Toyota Innova Crysta 2.4 VX MT BSIV,2018,26548,35000,Diesel,Individual,Manual,First Owner,2393 CC,7
Hyundai i20 2015-2017 Magna 1.2,2016,7534,40000,Petrol,Individual,Manual,First Owner,1197 CC,5
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2015,7548,110000,Diesel,Individual,Manual,First Owner,1498 CC,5
Hyundai Xcent 1.2 VTVT E,2019,6849,60000,Petrol,Individual,Manual,First Owner,1197 CC,5
Honda Amaze S i-VTEC,2018,8014,15000,Petrol,Individual,Manual,First Owner,1198 CC,5
Hyundai Accent Executive,2013,2356,120000,Petrol,Individual,Manual,First Owner,1495 CC,5
Hyundai Verna 1.6 SX,2012,4932,100000,Diesel,Individual,Manual,Second Owner,1582 CC,5
Tata Tiago 1.05 Revotorq XT Option,2017,4795,24000,Diesel,Individual,Manual,Second Owner,1047 CC,5
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2018,9589,53000,Diesel,Individual,Manual,First Owner,1498 CC,5
Maruti Alto LXi,2011,2027,40000,Petrol,Individual,Manual,Third Owner,796 CC,5
Maruti Eeco CNG HTR 5-STR,2016,4521,47370,CNG,Individual,Manual,First Owner,1196 CC,5
Skoda Octavia Ambiente 1.9 TDI MT,2007,1507,120000,Diesel,Individual,Manual,Second Owner,1896 CC,5
Maruti Swift VDI Windsong Limited edition,2015,6164,100000,Diesel,Individual,Manual,First Owner,1248 CC,5
Chevrolet Captiva LT,2009,3562,80000,Diesel,Individual,Manual,Second Owner,1991 CC,7
Hyundai i10 Sportz,2011,2740,91000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Maruti Alto K10 LXI CNG,2019,5890,20000,CNG,Individual,Manual,First Owner,998 CC,4
Mahindra Scorpio SLE BSIII,2013,7534,80000,Diesel,Individual,Manual,Second Owner,2179 CC,8
Maruti Ritz LDi,2013,3356,80000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Eeco CNG 5 Seater AC BSIV,2016,4384,80000,CNG,Individual,Manual,First Owner,1196 CC,5
Hyundai Accent GLE CNG,2008,1644,110000,CNG,Individual,Manual,Third Owner,1495 CC,5
Hyundai Elantra CRDi SX,2013,8425,120000,Diesel,Individual,Manual,First Owner,1582 CC,5
Skoda Superb Elegance 2.0 TDI CR AT,2013,8219,90000,Diesel,Individual,Automatic,First Owner,1968 CC,5
Volkswagen Passat 1.8 TSI MT,2010,4110,120000,Petrol,Individual,Manual,Second Owner,1798 CC,5
Ford Figo 1.5D Trend MT,2016,5479,45217,Diesel,Dealer,Manual,First Owner,1498 CC,5
Hyundai Creta 1.6 CRDi AT SX Plus,2017,13699,60000,Diesel,Individual,Automatic,Second Owner,1582 CC,5
Hyundai Sonata 2.4 GDi MT,2012,7192,70000,Petrol,Individual,Manual,Second Owner,2359 CC,5
Fiat Grande Punto 1.3 Emotion (Diesel),2013,4110,133000,Diesel,Individual,Manual,First Owner,1248 CC,5
Fiat Grande Punto 1.3 Emotion (Diesel),2011,3014,117000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Mahindra XUV500 W8 4WD,2015,11644,173000,Diesel,Individual,Manual,First Owner,2179 CC,7
Honda City 1.5 V MT,2011,6849,35000,Petrol,Individual,Manual,First Owner,1497 CC,5
Hyundai Accent GLE,2003,808,70000,Petrol,Individual,Manual,Second Owner,1495 CC,5
Maruti Alto LX,2011,1781,60000,Petrol,Individual,Manual,Third Owner,796 CC,5
Volkswagen Polo 1.2 MPI Comfortline,2016,5137,120000,Petrol,Individual,Manual,Second Owner,1199 CC,5
Ford Fiesta 1.4 SXi TDCi,2009,2466,163000,Diesel,Dealer,Manual,First Owner,,
Volkswagen Polo Diesel Trendline 1.2L,2011,3014,222300,Diesel,Individual,Manual,First Owner,1199 CC,5
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,8562,100000,Diesel,Individual,Manual,Second Owner,2494 CC,7
Maruti Ritz LDi,2013,4041,120000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift VDI BSIV,2011,4795,160000,Diesel,Individual,Manual,First Owner,,
Tata Sumo MKII Turbo 2.0 LX,2010,3219,90000,Diesel,Individual,Manual,First Owner,1948 CC,9
Hyundai Sonata 2.4 GDi MT,2012,6849,330000,Petrol,Individual,Manual,Second Owner,2359 CC,5
Maruti Swift VVT VXI,2017,6986,20000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Alto 800 LXI CNG,2020,5068,16000,CNG,Individual,Manual,First Owner,796 CC,5
Hyundai Grand i10 Sportz,2016,5068,30000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Maruti Swift 1.3 VXi,2009,2466,50000,Petrol,Individual,Manual,First Owner,,
Mahindra Quanto C8,2012,4110,210000,Diesel,Individual,Manual,First Owner,1493 CC,7
Hyundai i10 Sportz 1.1L,2015,4795,20000,Petrol,Individual,Manual,First Owner,1086 CC,5
Renault KWID 1.0 RXT Optional,2018,5411,20000,Petrol,Individual,Manual,First Owner,999 CC,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,11644,100000,Diesel,Individual,Manual,First Owner,2494 CC,8
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,15753,40000,Diesel,Individual,Manual,First Owner,2494 CC,7
Jaguar XF 3.0 Litre S Premium Luxury,2016,47945,35000,Diesel,Individual,Automatic,First Owner,2993 CC,5
Volkswagen Vento Diesel Highline,2012,3836,120000,Diesel,Individual,Manual,Second Owner,1598 CC,5
Mahindra TUV 300 T10,2018,10616,50000,Diesel,Individual,Manual,Second Owner,1493 CC,7
Hyundai Verna 1.6 SX,2012,5753,100000,Diesel,Individual,Manual,Second Owner,1582 CC,5
Honda City 1.5 V MT Exclusive,2010,4247,91000,Petrol,Individual,Manual,Second Owner,1497 CC,5
Jeep Compass 2.0 Longitude Option BSIV,2017,21233,50000,Diesel,Individual,Manual,First Owner,1956 CC,5
Fiat Linea 1.3 Multijet Active,2015,5137,67000,Diesel,Individual,Manual,First Owner,1248 CC,5
Hyundai Grand i10 Sportz,2015,6849,40000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Ritz ZDi,2013,4110,100000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Honda City 2017-2020 GXi,2008,2123,120000,Petrol,Individual,Manual,Second Owner,1497 CC,5
Maruti Swift Dzire LDI,2013,4795,185000,Diesel,Individual,Manual,First Owner,1248 CC,5
Mahindra XUV500 AT W6 2WD,2016,13014,75000,Diesel,Individual,Automatic,Third Owner,2179 CC,7
Hyundai Grand i10 CRDi Magna,2015,4795,80000,Diesel,Individual,Manual,Third Owner,1120 CC,5
Isuzu D-Max V-Cross Z Prestige,2019,26027,30000,Diesel,Individual,Automatic,First Owner,1999 CC,5
Tata Nexon 1.2 Revotron XM,2020,7356,5000,Petrol,Individual,Manual,First Owner,1198 CC,5
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2019,8014,10000,Petrol,Individual,Manual,First Owner,999 CC,5
Hyundai Santro LP - Euro II,2002,767,60000,Petrol,Individual,Manual,First Owner,,
Maruti Ertiga VDI,2012,4795,140000,Diesel,Individual,Manual,First Owner,1248 CC,7
Hyundai Elite i20 Sportz Plus BSIV,2019,9589,19000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Ertiga SHVS VDI,2017,11630,44600,Diesel,Dealer,Manual,First Owner,1248 CC,7
Volkswagen Polo GT TSI BSIV,2014,7863,28080,Petrol,Dealer,Automatic,First Owner,1197 CC,5
Hyundai i20 Magna 1.2,2014,6644,28800,Petrol,Dealer,Manual,First Owner,1197 CC,5
Renault KWID RXT,2018,4932,21900,Petrol,Dealer,Manual,First Owner,799 CC,5
Volkswagen Polo GT TSI BSIV,2014,7877,28100,Petrol,Dealer,Automatic,First Owner,1197 CC,5
Honda City i DTEC S,2014,7534,110000,Diesel,Individual,Manual,Second Owner,1498 CC,5
Hyundai i20 Asta 1.4 CRDi,2016,9589,100000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti Swift Dzire AMT VDI,2019,11301,7673,Diesel,Individual,Automatic,First Owner,1248 CC,5
Maruti Wagon R LXI Minor,2008,1575,100000,Petrol,Individual,Manual,Second Owner,1061 CC,5
Tata Manza Aqua Safire,2009,2055,75000,Petrol,Individual,Manual,Second Owner,1368 CC,5
Maruti Swift Dzire AMT ZDI Plus,2018,11658,50000,Diesel,Individual,Automatic,First Owner,1248 CC,5
Hyundai Verna 1.4 VTVT,2014,7534,40000,Petrol,Individual,Manual,First Owner,1396 CC,5
Maruti Ertiga SHVS VDI,2016,12192,40000,Diesel,Individual,Manual,First Owner,1248 CC,7
Hyundai i20 1.2 Magna,2012,3630,100000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Mahindra Scorpio 1.99 S10,2014,12329,110000,Diesel,Individual,Manual,First Owner,1997 CC,7
Chevrolet Beat Diesel LS,2013,2877,96272,Diesel,Individual,Manual,First Owner,936 CC,5
BMW 3 Series 320d Prestige,2015,22603,74000,Diesel,Individual,Automatic,First Owner,1995 CC,5
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2011,10274,168000,Diesel,Individual,Manual,Second Owner,2494 CC,7
Ford Aspire Titanium BSIV,2019,9247,7000,Petrol,Individual,Manual,First Owner,1194 CC,5
Hyundai i20 Active 1.4 SX with AVN,2017,9795,60000,Diesel,Individual,Manual,First Owner,1396 CC,5
Tata Indigo CS eVX,2013,3123,60000,Diesel,Individual,Manual,Second Owner,1396 CC,5
Maruti Wagon R VXI BS IV,2015,5479,22500,Petrol,Individual,Manual,First Owner,998 CC,5
Maruti Vitara Brezza ZDi AMT,2020,12671,7400,Diesel,Individual,Automatic,First Owner,1248 CC,5
Maruti Swift Dzire VXi,2011,3767,70000,Petrol,Individual,Manual,Third Owner,1298 CC,5
Maruti Wagon R LXI Minor,2009,2397,67000,Petrol,Individual,Manual,First Owner,1061 CC,5
Ford Fusion 1.4 TDCi Diesel,2009,2123,110000,Diesel,Individual,Manual,Third Owner,1399 CC,5
Maruti SX4 VDI,2012,4452,175000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Mahindra Scorpio LX BSIV,2014,9589,120000,Diesel,Individual,Manual,First Owner,2179 CC,9
Tata Indica V2 DiCOR DLG BS-III,2008,685,120000,Diesel,Individual,Manual,Third Owner,1396 CC,5
Mahindra Scorpio LX,2012,6164,370000,Diesel,Individual,Manual,First Owner,2179 CC,9
Hyundai Verna 1.6 SX CRDi (O),2014,8836,150360,Diesel,Individual,Manual,First Owner,1582 CC,5
Tata Tigor 1.05 Revotorq XZ,2017,8178,15000,Diesel,Individual,Manual,First Owner,1047 CC,5
Renault KWID AMT,2018,5479,30000,Petrol,Individual,Automatic,Second Owner,999 CC,5
Maruti Swift Vdi BSIII,2009,4110,150000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift VDI BSIV,2015,7849,100000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Maruti Alto K10 LXI,2011,2466,70000,Petrol,Individual,Manual,First Owner,998 CC,5
Tata Nano Lx,2011,959,40000,Petrol,Individual,Manual,First Owner,624 CC,4
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,6849,154000,Diesel,Individual,Manual,Third Owner,2494 CC,8
Hyundai Accent GLS 1.6 ABS,2004,1507,110000,Petrol,Individual,Manual,Second Owner,1599 CC,5
Maruti Ertiga VDI,2013,6164,120000,Diesel,Individual,Manual,Second Owner,1248 CC,7
Tata Sumo Gold GX,2013,4247,145000,Diesel,Individual,Manual,First Owner,2956 CC,7
Mahindra KUV 100 D75 K8,2017,5479,30000,Diesel,Individual,Manual,First Owner,1198 CC,6
Maruti Swift ZDi,2014,5342,90000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Maruti Alto LXi,2011,1671,110000,Petrol,Individual,Manual,Fourth & Above Owner,796 CC,5
Mahindra Scorpio 1.99 S4,2016,10151,70000,Diesel,Individual,Manual,First Owner,1997 CC,7
Hyundai i20 1.4 CRDi Sportz,2012,4521,40000,Diesel,Individual,Manual,Second Owner,1396 CC,5
Mahindra Scorpio SLE BSIV,2010,4110,166000,Diesel,Individual,Manual,Third Owner,2179 CC,8
Hyundai i10 Sportz,2011,2945,100000,Petrol,Individual,Manual,Third Owner,1197 CC,5
Maruti Wagon R LXI Minor,2009,2055,75000,Petrol,Individual,Manual,Third Owner,1061 CC,5
Hyundai EON Era,2013,3425,42130,Petrol,Individual,Manual,First Owner,814 CC,5
Maruti Ritz LXI,2010,2466,53000,Petrol,Individual,Manual,Second Owner,1197 CC,5
Maruti Zen LXI,2006,2055,106000,Petrol,Individual,Manual,Second Owner,993 CC,5
Toyota Corolla DX,2005,3767,96000,Petrol,Individual,Manual,Second Owner,1794 CC,5
Maruti Baleno Sigma,2019,7616,10000,Petrol,Individual,Manual,First Owner,1197 CC,5
Maruti Swift Dzire VXI Optional,2016,7534,37000,Petrol,Individual,Manual,First Owner,1197 CC,5
Mahindra XUV500 AT W9 2WD,2018,20548,20000,Diesel,Individual,Automatic,First Owner,2179 CC,7
Toyota Etios Liva 1.2 V Dual Tone,2017,7521,35000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai i20 2015-2017 Asta 1.2,2016,8630,50000,Petrol,Individual,Manual,First Owner,1197 CC,5
Mahindra Bolero Pik-Up FB 1.7T,2020,9301,5000,Diesel,Individual,Manual,First Owner,2523 CC,2
Maruti Swift 1.3 ZXI,2011,4384,85000,Petrol,Individual,Manual,First Owner,,
Hyundai Creta 1.6 CRDi SX,2017,15411,47000,Diesel,Individual,Manual,Second Owner,1582 CC,5
Maruti Baleno Alpha 1.3,2017,9315,71000,Diesel,Individual,Manual,First Owner,1248 CC,5
Honda City i-DTEC ZX,2017,14384,50000,Diesel,Individual,Manual,First Owner,1498 CC,5
Tata Zest Quadrajet 1.3 XMS,2015,6164,57000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Wagon R VXI BS IV,2010,2877,43000,Petrol,Individual,Manual,First Owner,998 CC,5
Maruti Swift Dzire VDI,2014,6438,60000,Diesel,Individual,Manual,First Owner,1248 CC,5
Maruti Swift Dzire VXI,2014,6438,60000,Petrol,Individual,Manual,First Owner,1197 CC,5
Hyundai i20 Asta 1.4 CRDi,2015,7534,40000,Diesel,Individual,Manual,First Owner,1396 CC,5
Maruti A-Star Vxi,2011,2808,60000,Petrol,Individual,Manual,First Owner,998 CC,5
Honda City i VTEC CVT VX,2015,13014,30000,Petrol,Individual,Automatic,First Owner,1497 CC,5
Hyundai i20 Asta Option 1.4 CRDi,2015,7534,160000,Diesel,Individual,Manual,Second Owner,1396 CC,5
Toyota Innova 2.5 E Diesel PS 7-Seater,2007,3699,147500,Diesel,Individual,Manual,Second Owner,2494 CC,7
Volkswagen Polo Diesel Trendline 1.2L,2013,3836,90000,Diesel,Individual,Manual,Third Owner,1199 CC,5
Maruti Ciaz ZDi Plus SHVS,2015,8630,70000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Honda City 2017-2020 EXi,2007,3014,70000,Petrol,Individual,Manual,First Owner,1497 CC,5
Mahindra Xylo D4,2014,4384,120000,Diesel,Individual,Manual,First Owner,2489 CC,7
Hyundai EON Era Plus,2013,3082,75000,Petrol,Individual,Manual,Second Owner,814 CC,5
Honda City 1.5 V MT,2010,5205,85000,Petrol,Individual,Manual,Second Owner,1497 CC,5
Maruti Swift Dzire VDi,2012,5205,70000,Diesel,Individual,Manual,Third Owner,1248 CC,5
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,8219,29000,Diesel,Individual,Manual,First Owner,1498 CC,5
Ford Endeavour 2.5L 4X2 MT,2014,8493,40000,Diesel,Individual,Manual,Second Owner,2499 CC,7
Hyundai Verna SX CRDi AT,2012,6849,90000,Diesel,Individual,Automatic,First Owner,1582 CC,5
Mahindra TUV 300 T8 AMT,2015,9589,40000,Diesel,Individual,Automatic,First Owner,1493 CC,7
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,7534,138000,Diesel,Individual,Manual,First Owner,1498 CC,5
Maruti Swift VDI Optional,2016,8219,70000,Diesel,Individual,Manual,First Owner,1248 CC,5
Volkswagen Ameo 1.0 MPI Comfortline,2019,7534,30000,Petrol,Individual,Manual,Second Owner,999 CC,5
Hyundai Verna 1.6 CRDI,2013,6507,125000,Diesel,Individual,Manual,Third Owner,1582 CC,5
Honda City i DTEC S,2015,8425,120000,Diesel,Individual,Manual,Second Owner,1498 CC,5
Maruti Swift Dzire LDI,2013,5274,180000,Diesel,Individual,Manual,Second Owner,1248 CC,5
Tata Zest Revotron 1.2T XMS,2015,6849,20000,Petrol,Individual,Manual,First Owner,1193 CC,5
Renault Duster 85PS Diesel RxL Option,2012,6164,80000,Diesel,Individual,Manual,First Owner,1461 CC,5
Toyota Innova 2.5 Z Diesel 7 Seater,2014,13288,110000,Diesel,Individual,Manual,Second Owner,2494 CC,7
Hyundai Verna 1.6 SX CRDi (O),2013,7945,80000,Diesel,Individual,Manual,Second Owner,1582 CC,5
Toyota Platinum Etios 1.4 GXD,2017,7534,40000,Diesel,Individual,Manual,First Owner,1364 CC,5
Honda WR-V i-VTEC S,2018,10685,30000,Petrol,Individual,Manual,First Owner,1199 CC,5
Ford Fiesta 1.5 TDCi Titanium,2014,6849,80000,Diesel,Individual,Manual,First Owner,1498 CC,5
Skoda Laura Ambiente 2.0 TDI CR MT,2011,3699,140000,Diesel,Individual,Manual,Second Owner,1968 CC,5
